Specie,Transporter,TC number,Family,Target sugar,Description,Status,Source ID (NCBI)
Scytonema sp. NUACC21,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Scytonema sp. NUACC21],🟢 Confirmed,GAB1543692.1
Synechococcus sp. MIT S9503,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechococcus sp. MIT S9503],🟢 Confirmed,WP_413326477.1
Floridanema fluviatile,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Floridanema fluviatile],🟢 Confirmed,WP_413255467.1
Nostoc sp. CALU 546,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Nostoc sp. CALU 546],🟢 Confirmed,WP_420762936.1
Nostoc sp. CALU 546,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp. CALU 546],🟢 Confirmed,WP_420759464.1
Microcystis aeruginosa NIES-298,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa NIES-298],🟢 Confirmed,XQJ59802.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_419547796.1
Anabaena sp. FACHB-595,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Anabaena sp. FACHB-595],🟢 Confirmed,XPT24176.1
Anabaena sp. FACHB-709,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Anabaena sp. FACHB-709],🟢 Confirmed,XPT16370.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409946797.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409944554.1
Nostoc sp. ChiSLP03a,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. ChiSLP03a],🟢 Confirmed,WP_409883248.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409880436.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409867379.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409842187.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409806129.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409790669.1
Microcystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis sp.],🟢 Confirmed,WP_409776790.1
Planktothrix sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Planktothrix sp.],🟢 Confirmed,WP_408971432.1
Planktothrix sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Planktothrix sp.],🟢 Confirmed,WP_408969354.1
Planktothrix sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Planktothrix sp.],🟢 Confirmed,WP_408967582.1
Planktothrix sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Planktothrix sp.],🟢 Confirmed,WP_408964942.1
Nostoc sp. DedVER02,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp. DedVER02],🟢 Confirmed,WP_322734321.1
Nostoc sp. ChiSLP03a,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. ChiSLP03a],🟢 Confirmed,WP_322713901.1
Nostoc sp. ChiSLP03a,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp. ChiSLP03a],🟢 Confirmed,WP_322709924.1
Nostoc sp. DedQUE07,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE07],🟢 Confirmed,WP_322686171.1
Nostoc sp. DedQUE07,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. DedQUE07],🟢 Confirmed,WP_322684567.1
Nostoc sp. DedQUE07,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Nostoc sp. DedQUE07],🟢 Confirmed,WP_322682148.1
unclassified Nostoc,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [unclassified Nostoc],🟢 Confirmed,WP_322679710.1
unclassified Nostoc,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter ATP-binding protein [unclassified Nostoc],🟢 Confirmed,WP_322676142.1
Dendronalium sp. ChiSLP03b,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Dendronalium sp. ChiSLP03b],🟢 Confirmed,WP_322664378.1
Dendronalium sp. ChiSLP03b,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Dendronalium sp. ChiSLP03b],🟢 Confirmed,WP_322656545.1
Okeania sp. SIO2C9,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. SIO2C9],🟢 Confirmed,WP_293165700.1
Okeania sp. SIO1I7,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. SIO1I7],🟢 Confirmed,WP_293120395.1
Okeania sp. SIO1I7,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. SIO1I7],🟢 Confirmed,WP_293118934.1
Okeania sp. SIO3B5,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. SIO3B5],🟢 Confirmed,WP_293088277.1
Okeania sp. SIO2B3,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. SIO2B3],🟢 Confirmed,WP_293062916.1
Roseofilum capinflatum,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Roseofilum capinflatum],🟢 Confirmed,WP_283766035.1
Roseofilum halophilum,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Roseofilum halophilum],🟢 Confirmed,WP_283764844.1
Cyanobium sp. T1B-Tous,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Cyanobium sp. T1B-Tous],🟢 Confirmed,WP_254927120.1
unclassified Leptolyngbya,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Leptolyngbya],🟢 Confirmed,WP_242067576.1
Okeania sp. KiyG1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. KiyG1],🟢 Confirmed,WP_237395992.1
Gloeocapsopsis crepidinum,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Gloeocapsopsis crepidinum],🟢 Confirmed,WP_228055258.1
Leptolyngbya ohadii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya ohadii],🟢 Confirmed,WP_225913838.1
Spirulina sp. CCY15215,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Spirulina sp. CCY15215],🟢 Confirmed,WP_204102568.1
Oculatella sp. LEGE 06141,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Oculatella sp. LEGE 06141],🟢 Confirmed,WP_193882197.1
Leptolyngbya sp. FACHB-541,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. FACHB-541],🟢 Confirmed,WP_190797529.1
unclassified Leptolyngbya,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Leptolyngbya],🟢 Confirmed,WP_190794095.1
unclassified Leptolyngbya,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Leptolyngbya],🟢 Confirmed,WP_190789491.1
unclassified Leptolyngbya,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Leptolyngbya],🟢 Confirmed,WP_190775444.1
Leptolyngbya sp. FACHB-671,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. FACHB-671],🟢 Confirmed,WP_190680348.1
Oculatella sp. FACHB-28,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Oculatella sp. FACHB-28],🟢 Confirmed,WP_190643558.1
Oscillatoria sp. FACHB-1407,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Oscillatoria sp. FACHB-1407],🟢 Confirmed,WP_190509616.1
Oscillatoria sp. FACHB-1407,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Oscillatoria sp. FACHB-1407],🟢 Confirmed,WP_190508485.1
Cyanobium sp. FACHB-13342,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Cyanobium sp. FACHB-13342],🟢 Confirmed,WP_190389337.1
unclassified Leptolyngbya,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Leptolyngbya],🟢 Confirmed,WP_190377835.1
Leptolyngbya sp. FACHB-36,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. FACHB-36],🟢 Confirmed,WP_190340097.1
Leptolyngbya sp. FACHB-36,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. FACHB-36],🟢 Confirmed,WP_190340002.1
Okeania sp. SIO3B5,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Okeania sp. SIO3B5],🟢 Confirmed,WP_293073751.1
Geitlerinema calcuttense,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Geitlerinema calcuttense],🟢 Confirmed,WP_285965071.1
Thermocoleostomius sinensis,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Thermocoleostomius sinensis],🟢 Confirmed,WP_268610119.1
Kovacikia minuta,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Kovacikia minuta],🟢 Confirmed,WP_224341776.1
Leptolyngbya ohadii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya ohadii],🟢 Confirmed,WP_088894366.1
Leptolyngbya sp. NIES-2104,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya sp. NIES-2104],🟢 Confirmed,WP_059000851.1
Leptolyngbya,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [Leptolyngbya],🟢 Confirmed,WP_017289574.1
Gloeocapsa sp. PCC 7428,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Gloeocapsa sp. PCC 7428],🟢 Confirmed,WP_015191241.1
Scytonema sp. NUACC26,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Scytonema sp. NUACC26],🟢 Confirmed,WP_407900151.1
uncultured Nostoc sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [uncultured Nostoc sp.],🟢 Confirmed,WP_375471657.1
Geminocystis sp.,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Geminocystis sp.],🟢 Confirmed,WP_373479460.1
Leptolyngbya sp. DQ-M1,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Leptolyngbya sp. DQ-M1],🟢 Confirmed,WP_348243768.1
Crocosphaera watsonii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Crocosphaera watsonii],🟢 Confirmed,WP_331456918.1
Crocosphaera sp. UHCC 0190,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Crocosphaera sp. UHCC 0190],🟢 Confirmed,WP_323299524.1
Nostoc sp. JL31,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. JL31],🟢 Confirmed,WP_292732120.1
unclassified Microcystis (in: cyanobacteria),sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287701277.1
unclassified Microcystis (in: cyanobacteria),sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287628535.1
unclassified Microcystis (in: cyanobacteria),sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287168994.1
Microcystis,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [Microcystis],🟢 Confirmed,WP_271988539.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_271971267.1
Roseofilum reptotaenium,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Roseofilum reptotaenium],🟢 Confirmed,WP_271944129.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_271927727.1
Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. 'Peltigera malacea cyanobiont' DB3992],🟢 Confirmed,WP_257236775.1
Chroococcidiopsis sp. [FACHB-1243],sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Chroococcidiopsis sp [FACHB-1243]],🟢 Confirmed,WP_242038394.1
Geminocystis herdmanii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Geminocystis herdmanii],🟢 Confirmed,WP_237741264.1
Chlorogloeopsis fritschii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Chlorogloeopsis fritschii],🟢 Confirmed,WP_235083181.1
Geminocystis sp. NIES-3708,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Geminocystis sp. NIES-3708],🟢 Confirmed,WP_231933087.1
Nostoc edaphicum,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc edaphicum],🟢 Confirmed,WP_228013390.1
Synechocystis sp. PCC 7339,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechocystis sp. PCC 7339],🟢 Confirmed,WP_223342455.1
Nostoc sp. 'Peltigera membranacea cyanobiont' 210A,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. 'Peltigera membranacea cyanobiont' 210A],🟢 Confirmed,WP_223265436.1
Leptothoe spongobia,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptothoe spongobia],🟢 Confirmed,WP_215607096.1
Synechocystis sp. PCC 7338,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechocystis sp. PCC 7338],🟢 Confirmed,WP_212721385.1
Aetokthonos hydrillicola,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Aetokthonos hydrillicola],🟢 Confirmed,WP_208354348.1
Chroococcus sp. FPU101,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Chroococcus sp. FPU101],🟢 Confirmed,WP_206814990.1
Synechocystis sp. LEGE 06083,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechocystis sp. LEGE 06083],🟢 Confirmed,WP_194072820.1
Synechocystis salina,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechocystis salina],🟢 Confirmed,WP_194020297.1
Microcystis,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [Microcystis],🟢 Confirmed,WP_194014068.1
Leptolyngbya ectocarpi,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Leptolyngbya ectocarpi],🟢 Confirmed,WP_193993228.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_193955640.1
Planktothrix mougeotii,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Planktothrix mougeotii],🟢 Confirmed,WP_193871386.1
Nostoc sp. FACHB-892,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Nostoc sp. FACHB-892],🟢 Confirmed,WP_190913417.1
Microcystis,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [Microcystis],🟢 Confirmed,WP_190723196.1
Synechocystis sp. FACHB-383,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechocystis sp. FACHB-383],🟢 Confirmed,WP_190598019.1
Planktothrix sp. FACHB-1365,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Planktothrix sp. FACHB-1365],🟢 Confirmed,WP_190522953.1
Microcystis,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [Microcystis],🟢 Confirmed,WP_190380273.1
Microcystis,sugar abc transporter,3.A.1.1,ABC,broad specificity,MULTISPECIES: sugar ABC transporter substrate-binding protein [Microcystis],🟢 Confirmed,WP_190357049.1
Synechococcus sp. SYN20,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Synechococcus sp. SYN20],🟢 Confirmed,WP_186524814.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_185239463.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_159297188.1
Microcystis aeruginosa,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Microcystis aeruginosa],🟢 Confirmed,WP_159292231.1
